Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,Unnamed: 16_level_0,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,Unnamed: 23_level_0,% of FG Ast'd,% of FG Ast'd,Unnamed: 26_level_0,Dunks,Dunks,Unnamed: 29_level_0,Corner 3s,Corner 3s,Unnamed: 32_level_0,Heaves,Heaves
366,Dickey Simpkins,PF,29,ATL,1,3,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0
367,Brian Skinner,PF,25,CLE,65,1107,.543,4.4,,1.000,.605,.235,.111,.049,.000,,.543,.622,.447,.389,.375,,,.705,,,.179,24,,,,,0,0
368,Reggie Slater,PF,31,TOT,8,47,.467,4.3,,1.000,.400,.533,.000,.067,.000,,.467,.833,.250,,.000,,,.857,,,.067,1,,,,,0,0
368,Reggie Slater,PF,31,NJN,4,10,1.000,0.0,,1.000,1.000,.000,.000,.000,.000,,1.000,1.000,,,,,,1.000,,,.000,0,,,,,0,0
368,Reggie Slater,PF,31,ATL,4,37,.385,5.0,,1.000,.308,.615,.000,.077,.000,,.385,.750,.250,,.000,,,.800,,,.077,1,,,,,0,0
369,Charles Smith,SG,26,SAS,60,1141,.425,11.9,,.694,.353,.161,.044,.136,.306,,.495,.629,.420,.316,.293,.267,,.463,.943,,.075,31,,.344,.311,,0,0
370,Jabari Smith,C,24,TOT,23,181,.413,10.6,,.952,.349,.095,.175,.333,.048,,.433,.636,.833,.182,.238,.000,,.769,,,.079,4,,.000,,,0,0
370,Jabari Smith,C,24,SAC,12,71,.286,16.1,,.952,.095,.048,.143,.667,.048,,.300,.500,1.000,.333,.214,.000,,.833,,,.048,0,,.000,,,0,0
370,Jabari Smith,C,24,PHI,11,110,.476,7.9,,.952,.476,.119,.190,.167,.048,,.500,.650,.800,.125,.286,.000,,.750,,,.095,4,,.000,,,0,0
371,Joe Smith,C,26,MIN,72,1922,.511,9.3,,.995,.324,.198,.160,.313,.005,,.510,.665,.426,.495,.412,.667,,.637,1.000,,.084,44,,.000,,,0,0
372,Leon Smith,C,21,ATL,14,100,.385,3.2,,1.000,.615,.308,.077,.000,.000,,.385,.438,.250,.500,,,,.500,,,.269,6,,,,,0,0
373,Steve Smith,SG,32,SAS,77,2211,.455,15.1,,.639,.198,.104,.160,.177,.361,,.445,.667,.408,.339,.314,.472,,.402,.897,,.012,7,,.480,.551,,2,0
374,Eric Snow,PG,28,PHI,61,2225,.442,11.6,,.957,.224,.107,.369,.255,.043,,.457,.486,.343,.430,.516,.111,,.553,1.000,,.000,0,,.037,1.000,,0,0
375,Will Solomon,SG,23,MEM,62,872,.341,18.2,,.511,.136,.082,.094,.199,.489,,.396,.578,.222,.226,.424,.284,,.388,.848,,.000,0,,.210,.382,,2,0
376,Felton Spencer,C,34,NYK,32,248,.231,2.4,,1.000,.692,.231,.038,.038,.000,,.231,.333,.000,.000,.000,,,.833,,,.000,0,,,,,0,0
377,Latrell Sprewell,SF,31,NYK,81,3326,.404,15.2,,.716,.156,.122,.195,.244,.284,,.421,.584,.410,.380,.355,.360,,.407,.800,,.019,25,,.201,.407,,0,0
378,Jerry Stackhouse,SF,27,DET,76,2685,.397,13.9,,.773,.249,.050,.190,.283,.227,,.430,.565,.333,.335,.391,.287,,.443,.756,,.055,64,,.363,.367,,1,0
379,John Starks,SG,36,UTA,66,929,.368,15.8,,.694,.226,.061,.055,.352,.306,,.395,.486,.211,.118,.413,.305,,.800,.862,,.003,0,,.368,.343,,0,0
380,Vladimir Stepania,C,25,MIA,67,884,.470,7.4,,.992,.410,.237,.129,.217,.008,,.470,.647,.390,.281,.333,.500,,.552,1.000,,.060,13,,.500,1.000,,0,0
Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#
381,DeShawn Stevenson,SG,20,UTA,67,1134,.385,12.4,,.933,.299,.081,.105,.447,.067,,.408,.514,.167,.513,.355,.080,,.759,.500,,.049,15,,.280,.000,,2,0
382,Michael Stewart,C,26,TOR,11,93,.348,2.9,,1.000,.652,.261,.087,.000,.000,,.348,.400,.333,.000,,,,.750,,,.087,2,,,,,0,0
383,Bryant Stith,SG,31,CLE,50,665,.372,15.0,,.638,.245,.112,.074,.207,.362,,.383,.522,.476,.143,.256,.353,,.565,1.000,,.000,0,,.353,.292,,0,0
384,John Stockton*,PG,39,UTA,82,2566,.517,11.1,,.899,.370,.062,.155,.312,.101,,.539,.638,.313,.475,.500,.321,,.404,.720,,.000,0,,.103,.500,,1,0
385,Peja Stojaković,SF,24,SAC,71,2649,.484,14.3,,.726,.237,.105,.108,.275,.274,,.510,.679,.395,.402,.450,.416,,.617,.853,,.025,28,,.277,.465,,3,0
386,Damon Stoudamire,PG,28,POR,75,2796,.402,16.7,,.679,.149,.102,.107,.320,.321,,.425,.474,.330,.429,.432,.353,,.426,.692,,.000,0,,.125,.378,,3,0
387,Erick Strickland,PG,28,BOS,79,1643,.389,17.3,,.494,.205,.053,.072,.164,.506,,.394,.520,.385,.286,.288,.385,,.337,.958,,.002,0,,.231,.439,,0,0
388,Mark Strickland,SF,31,ATL,46,654,.446,8.7,,.980,.417,.113,.176,.275,.020,,.450,.612,.261,.278,.393,.250,,.744,1.000,,.157,29,,.500,.500,,0,0
389,Rod Strickland,PG,35,MIA,76,2294,.443,12.0,,.964,.266,.090,.216,.392,.036,,.448,.642,.406,.383,.361,.308,,.315,.750,,.000,0,,.154,.500,,2,1
390,Bruno Šundov,C,21,IND,22,88,.400,12.2,,.975,.150,.200,.325,.300,.025,,.410,.667,.500,.308,.333,.000,,.813,,,.025,1,,.000,,,0,0
391,Bob Sura,PG,28,GSW,78,1780,.424,9.2,,.775,.451,.190,.046,.088,.225,,.455,.632,.196,.185,.250,.316,,.346,.738,,.029,16,,.195,.577,,2,0
392,Stromile Swift,PF,22,MEM,68,1805,.480,5.4,,.995,.489,.273,.131,.101,.005,,.482,.639,.323,.363,.306,.000,,.662,,,.216,112,,.000,,,0,0
393,Wally Szczerbiak,SF,24,MIN,82,3117,.508,13.0,,.841,.217,.161,.161,.303,.159,,.517,.692,.446,.508,.435,.455,,.657,.920,,.021,25,,.309,.542,,1,0
394,Jason Terry,SG,24,ATL,78,2967,.430,15.6,,.636,.196,.081,.153,.205,.364,,.454,.556,.323,.439,.420,.387,,.273,.738,,.015,17,,.185,.354,,0,0
395,Etan Thomas,C,23,WAS,47,618,.536,4.7,,1.000,.483,.364,.113,.040,.000,,.536,.671,.436,.353,.333,,,.654,,,.146,22,,,,,0,0
396,Kenny Thomas,PF,24,HOU,72,2484,.478,8.5,,.981,.409,.205,.077,.290,.019,,.487,.622,.412,.328,.392,.000,,.442,,,.053,41,,.250,.000,,1,0
397,Kurt Thomas,C,29,NYK,82,2771,.494,7.8,,.994,.336,.259,.284,.115,.006,,.496,.641,.424,.425,.407,.167,,.747,1.000,,.014,12,,.333,.000,,0,0
398,Tim Thomas,SF,24,MIL,74,1987,.420,14.3,,.614,.272,.090,.154,.097,.386,,.478,.615,.426,.388,.288,.326,,.670,1.000,,.065,46,,.275,.350,,1,0
399,Jamaal Tinsley,PG,23,IND,80,2442,.380,12.9,,.770,.246,.205,.120,.199,.230,,.422,.513,.340,.396,.411,.240,,.377,.881,,.000,0,,.137,.292,,2,0
400,Óscar Torres,SG,25,HOU,65,1075,.396,15.5,,.630,.217,.106,.106,.202,.370,,.456,.568,.361,.361,.435,.294,,.612,.838,,.035,10,,.238,.267,,2,0
Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#
401,Robert Traylor,PF,24,CHH,61,678,.426,4.6,,.995,.603,.206,.069,.118,.005,,.424,.545,.262,.143,.250,1.000,,.674,1.000,,.137,25,,.000,,,0,0
402,Gary Trent,PF,27,MIN,64,1140,.507,6.9,,.995,.346,.357,.184,.108,.005,,.509,.636,.515,.329,.390,.000,,.611,,,.050,17,,.000,,,0,0
403,Jeff Trepagnier,SG,22,CLE,12,77,.304,10.8,,.957,.391,.087,.000,.478,.043,,.318,.333,.000,,.364,.000,,1.000,,,.174,3,,.000,,,0,0
404,Jake Tsakalidis,C,22,PHO,67,1582,.475,4.3,,.998,.528,.323,.105,.043,.003,,.476,.621,.364,.167,.294,.000,,.695,,,.155,57,,.000,,,0,0
405,Hedo Türkoğlu,SF,22,SAC,80,1970,.422,14.2,,.751,.217,.114,.146,.275,.249,,.440,.523,.372,.410,.418,.368,,.471,.905,,.031,20,,.199,.382,,1,0
406,Nick Van Exel,PG-SG,30,TOT,72,2496,.409,14.6,,.715,.152,.222,.129,.212,.285,,.436,.538,.430,.418,.381,.340,,.298,.613,,.000,0,,.146,.314,,4,0
406,Nick Van Exel,PG,30,DEN,45,1739,.408,14.9,,.724,.130,.218,.136,.239,.276,,.435,.563,.422,.444,.372,.337,,.324,.588,,.000,0,,.151,.263,,3,0
406,Nick Van Exel,SG,30,DAL,27,757,.411,13.5,,.688,.213,.232,.108,.134,.312,,.440,.493,.452,.324,.429,.347,,.221,.676,,.000,0,,.133,.462,,1,0
407,Keith Van Horn,SF,26,NJN,81,2465,.433,13.0,,.731,.268,.137,.152,.174,.269,,.465,.599,.436,.313,.413,.345,,.635,.990,,.059,56,,.246,.417,,0,0
408,Ratko Varda,C,22,DET,1,6,.667,6.6,,1.000,.667,.000,.000,.333,.000,,.667,1.000,,,.000,,,1.000,,,.000,0,,,,,0,0
409,Jacque Vaughn,PG,26,ATL,82,1856,.470,12.7,,.877,.301,.080,.089,.406,.123,,.474,.598,.171,.487,.438,.444,,.423,.833,,.000,0,,.259,.500,,0,0
410,Jake Voskuhl,C,24,PHO,59,900,.554,2.5,,1.000,.731,.150,.098,.021,.000,,.554,.638,.310,.316,.500,,,.673,,,.171,31,,,,,0,0
411,Antoine Walker,PF,25,BOS,81,3406,.394,13.6,,.618,.294,.167,.076,.081,.382,,.425,.548,.309,.333,.307,.344,,.345,.910,,.017,28,,.118,.276,,4,1
412,Samaki Walker,PF,25,LAL,69,1655,.512,6.8,,1.000,.389,.290,.203,.118,.000,,.512,.662,.406,.473,.349,,,.620,,,.162,53,,,,,0,0
413,Ben Wallace*,C,27,DET,80,2921,.531,3.4,,.994,.698,.158,.079,.058,.006,,.535,.639,.303,.263,.286,.000,,.592,,,.267,115,,.333,.000,,1,0
414,Gerald Wallace,SF,19,SAC,54,430,.429,6.2,,.960,.594,.126,.057,.183,.040,,.446,.558,.182,.300,.313,.000,,.560,,,.194,27,,.286,.000,,0,0
415,John Wallace,SF,27,PHO,46,490,.435,9.9,,.939,.280,.201,.262,.196,.061,,.438,.650,.209,.375,.452,.385,,.693,1.000,,.075,16,,.077,.000,,0,0
416,Rasheed Wallace,PF,27,POR,79,2963,.469,13.6,,.754,.196,.184,.169,.204,.246,,.504,.698,.485,.399,.422,.360,,.685,.965,,.090,104,,.161,.294,,2,0
417,Charlie Ward,PG,31,NYK,63,1058,.373,18.8,,.459,.139,.063,.086,.172,.541,,.432,.643,.316,.423,.308,.323,,.233,.811,,.000,0,,.201,.273,,2,0
418,Earl Watson,PG,22,SEA,64,964,.453,10.6,,.792,.358,.175,.132,.127,.208,,.476,.605,.324,.321,.481,.364,,.563,.875,,.028,5,,.318,.143,,1,0
419,Clarence Weatherspoon,PF,31,NYK,56,1728,.418,6.7,,1.000,.438,.223,.177,.162,.000,,.418,.470,.337,.400,.411,,,.698,,,.069,25,,,,,0,0
420,Chris Webber*,PF,28,SAC,54,2071,.495,10.2,,.982,.292,.187,.137,.367,.018,,.499,.685,.363,.456,.437,.263,,.594,1.000,,.081,77,,.000,,,0,0
Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#
421,Bonzi Wells,SG,25,POR,74,2348,.469,12.3,,.834,.332,.085,.089,.329,.166,,.486,.649,.261,.348,.415,.384,,.606,.894,,.064,63,,.349,.433,,2,0
422,David Wesley,SG,31,CHH,67,2487,.400,17.1,,.719,.160,.029,.058,.471,.281,,.427,.541,.192,.321,.415,.332,,.717,.976,,.000,0,,.254,.385,,0,0
423,Jahidi White,C,25,WAS,71,1346,.538,1.9,,1.000,.781,.201,.018,.000,.000,,.538,.651,.143,.000,,,,.520,,,.315,86,,,,,0,0
424,Rodney White,SF,21,DET,16,129,.350,12.1,,.850,.233,.217,.117,.283,.150,,.373,.571,.308,.143,.353,.222,,.263,.500,,.050,2,,.222,.000,,0,0
425,Chris Whitney,PG,30,WAS,82,2171,.418,20.4,,.508,.043,.043,.087,.335,.492,,.429,.429,.429,.263,.473,.406,,.678,.794,,.000,0,,.223,.389,,0,0
426,Aaron Williams,PF,30,NJN,82,1546,.526,5.3,,.995,.465,.330,.146,.055,.005,,.529,.657,.400,.469,.375,.000,,.727,,,.153,62,,.000,,,1,0
427,Alvin Williams,PG,27,TOR,82,2927,.415,15.3,,.801,.189,.078,.133,.401,.199,,.438,.516,.487,.434,.393,.321,,.493,.742,,.000,0,,.181,.457,,2,0
428,Eric Williams,SF,29,BOS,74,1747,.374,9.5,,.777,.366,.252,.086,.073,.223,,.401,.489,.381,.273,.179,.279,,.567,.958,,.010,3,,.767,.273,,0,0
429,Jason Williams,PG,26,MEM,65,2236,.382,18.9,,.563,.114,.035,.082,.333,.437,,.449,.571,.353,.383,.433,.295,,.301,.417,,.001,1,,.116,.360,,1,0
430,Jerome Williams,PF,28,TOR,68,1641,.490,4.0,,1.000,.670,.134,.113,.082,.000,,.490,.585,.192,.318,.438,,,.626,,,.098,35,,,,,0,0
431,Monty Williams,SF,30,ORL,68,1284,.547,2.8,,.989,.754,.130,.058,.047,.011,,.553,.615,.404,.190,.412,.000,,.505,,,.047,14,,.250,.000,,0,0
432,Scott Williams,PF,33,DEN,41,737,.396,10.3,,.991,.304,.171,.157,.359,.009,,.400,.621,.324,.382,.256,.000,,.779,,,.028,5,,.000,,,2,0
433,Shammond Williams,SG,26,SEA,50,603,.420,17.6,,.611,.124,.104,.083,.301,.389,,.449,.667,.350,.438,.397,.373,,.283,.607,,.031,6,,.147,.000,,1,0
434,Walt Williams,SF,31,HOU,48,1117,.419,16.4,,.538,.227,.053,.068,.189,.462,,.413,.522,.095,.370,.387,.426,,.602,1.000,,.035,12,,.328,.450,,0,0
435,Corliss Williamson,SF,28,DET,78,1701,.510,6.5,,.994,.442,.243,.195,.114,.006,,.512,.626,.500,.357,.359,.200,,.612,1.000,,.035,23,,.600,.333,,0,0
436,Kevin Willis,PF,39,HOU,52,865,.440,5.2,,.996,.486,.285,.144,.081,.004,,.442,.609,.333,.220,.217,.000,,.664,,,.063,18,,.000,,,0,0
437,Loren Woods,C,23,MIN,60,516,.344,7.6,,.979,.417,.208,.167,.188,.021,,.351,.500,.350,.125,.222,.000,,.758,,,.094,7,,.500,.000,,0,0
438,Metta World Peace,SF,22,TOT,55,1642,.423,13.3,,.733,.263,.126,.149,.195,.267,,.464,.557,.375,.442,.411,.312,,.477,.868,,.035,20,,.200,.147,,0,0
438,Metta World Peace,SF,22,CHI,27,823,.433,13.3,,.741,.293,.071,.160,.217,.259,,.446,.485,.320,.446,.434,.396,,.509,.861,,.026,8,,.099,.222,,0,0
438,Metta World Peace,SF,22,IND,28,819,.411,13.2,,.723,.225,.193,.137,.168,.277,,.485,.672,.400,.436,.375,.215,,.440,.882,,.046,12,,.316,.120,,0,0
439,Lorenzen Wright,C,26,MEM,43,1251,.459,6.4,,.996,.412,.288,.198,.099,.004,,.461,.590,.357,.365,.417,.000,,.682,,,.082,36,,.000,,,0,0
440,Wang Zhizhi,C,24,DAL,55,600,.440,16.2,,.532,.198,.077,.117,.141,.468,,.462,.592,.421,.448,.314,.414,,.623,.958,,.008,2,,.069,.625,,0,0
